acc,1,10000000,10000000,0.043676
ker,1,10000000,10000000,0.045205
omp,1,10000000,10000000,0.016449
acc,1,10000000,20000000,0.044615
ker,1,10000000,20000000,0.061223
omp,1,10000000,20000000,0.024643
acc,1,10000000,30000000,0.045811
ker,1,10000000,30000000,0.045927
omp,1,10000000,30000000,0.028240
acc,1,10000000,40000000,0.041884
ker,1,10000000,40000000,0.045884
omp,1,10000000,40000000,0.040302
acc,1,10000000,50000000,0.044878
ker,1,10000000,50000000,0.039989
omp,1,10000000,50000000,0.047309
acc,1,10000000,60000000,0.045732
ker,1,10000000,60000000,0.054432
omp,1,10000000,60000000,0.052049
acc,1,10000000,70000000,0.047288
ker,1,10000000,70000000,0.037616
omp,1,10000000,70000000,0.054865
acc,1,10000000,80000000,0.046928
ker,1,10000000,80000000,0.047507
omp,1,10000000,80000000,0.059627
acc,1,10000000,90000000,0.048049
ker,1,10000000,90000000,0.045813
omp,1,10000000,90000000,0.064606
acc,1,10000000,100000000,0.047601
ker,1,10000000,100000000,0.046591
omp,1,10000000,100000000,0.066174
acc,1,10000000,110000000,0.047532
ker,1,10000000,110000000,0.035165
omp,1,10000000,110000000,0.072865
acc,1,10000000,120000000,0.061085
ker,1,10000000,120000000,0.047327
omp,1,10000000,120000000,0.075105
acc,1,10000000,130000000,0.047705
ker,1,10000000,130000000,0.046389
omp,1,10000000,130000000,0.079139
acc,1,10000000,140000000,0.047327
ker,1,10000000,140000000,0.047125
omp,1,10000000,140000000,0.084663
acc,1,10000000,150000000,0.049138
ker,1,10000000,150000000,0.048907
omp,1,10000000,150000000,0.096952
acc,1,10000000,160000000,0.048596
ker,1,10000000,160000000,0.051411
omp,1,10000000,160000000,0.097160
acc,1,10000000,170000000,0.049907
ker,1,10000000,170000000,0.050328
omp,1,10000000,170000000,0.101233
acc,1,10000000,180000000,0.048321
ker,1,10000000,180000000,0.047610
omp,1,10000000,180000000,0.106354
acc,1,10000000,190000000,0.043820
ker,1,10000000,190000000,0.049528
omp,1,10000000,190000000,0.135792
acc,1,10000000,200000000,0.054057
ker,1,10000000,200000000,0.050273
omp,1,10000000,200000000,0.118629
acc,1,10000000,210000000,0.052476
ker,1,10000000,210000000,0.049304
omp,1,10000000,210000000,0.143327
acc,1,10000000,220000000,0.052605
ker,1,10000000,220000000,0.046227
omp,1,10000000,220000000,0.121398
acc,1,10000000,230000000,0.053642
ker,1,10000000,230000000,0.044309
omp,1,10000000,230000000,0.126723
acc,1,10000000,240000000,0.046735
ker,1,10000000,240000000,0.043067
omp,1,10000000,240000000,0.125999
acc,1,10000000,250000000,0.053869
ker,1,10000000,250000000,0.052019
omp,1,10000000,250000000,0.129854
acc,1,10000000,260000000,0.049011
ker,1,10000000,260000000,0.053120
omp,1,10000000,260000000,0.136447
acc,1,10000000,270000000,0.055150
ker,1,10000000,270000000,0.053935
omp,1,10000000,270000000,0.136195
acc,1,10000000,280000000,0.052636
ker,1,10000000,280000000,0.049934
omp,1,10000000,280000000,0.154168
acc,1,10000000,290000000,0.056213
ker,1,10000000,290000000,0.051691
omp,1,10000000,290000000,0.157701
acc,1,10000000,300000000,0.050717
ker,1,10000000,300000000,0.055434
omp,1,10000000,300000000,0.147267
acc,1,10000000,310000000,0.051871
ker,1,10000000,310000000,0.053323
omp,1,10000000,310000000,0.163711
acc,1,10000000,320000000,0.058454
ker,1,10000000,320000000,0.054396
omp,1,10000000,320000000,0.156739
acc,1,10000000,330000000,0.059803
ker,1,10000000,330000000,0.054829
omp,1,10000000,330000000,0.156172
acc,1,10000000,340000000,0.057425
ker,1,10000000,340000000,0.053638
omp,1,10000000,340000000,0.163799
acc,1,10000000,350000000,0.056233
ker,1,10000000,350000000,0.055492
omp,1,10000000,350000000,0.163979
acc,1,10000000,360000000,0.054285
ker,1,10000000,360000000,0.054570
omp,1,10000000,360000000,0.167985
acc,1,10000000,370000000,0.055369
ker,1,10000000,370000000,0.054380
omp,1,10000000,370000000,0.174809
acc,1,10000000,380000000,0.060250
ker,1,10000000,380000000,0.057031
omp,1,10000000,380000000,0.175319
acc,1,10000000,390000000,0.058015
ker,1,10000000,390000000,0.058951
omp,1,10000000,390000000,0.182754
acc,1,10000000,400000000,0.056592
ker,1,10000000,400000000,0.056001
omp,1,10000000,400000000,0.181916
acc,1,10000000,410000000,0.057415
ker,1,10000000,410000000,0.075117
omp,1,10000000,410000000,0.187766
acc,1,10000000,420000000,0.058539
ker,1,10000000,420000000,0.058488
omp,1,10000000,420000000,0.200618
acc,1,10000000,430000000,0.057216
ker,1,10000000,430000000,0.057400
omp,1,10000000,430000000,0.189511
acc,1,10000000,440000000,0.061121
ker,1,10000000,440000000,0.058650
omp,1,10000000,440000000,0.189673
acc,1,10000000,450000000,0.058694
ker,1,10000000,450000000,0.065786
omp,1,10000000,450000000,0.194143
acc,1,10000000,460000000,0.075375
ker,1,10000000,460000000,0.061534
omp,1,10000000,460000000,0.201921
acc,1,10000000,470000000,0.060167
ker,1,10000000,470000000,0.059942
omp,1,10000000,470000000,0.203041
acc,1,10000000,480000000,0.062129
ker,1,10000000,480000000,0.062315
omp,1,10000000,480000000,0.202656
acc,1,10000000,490000000,0.065632
ker,1,10000000,490000000,0.061538
omp,1,10000000,490000000,0.211604
acc,1,10000000,500000000,0.064662
ker,1,10000000,500000000,0.060337
omp,1,10000000,500000000,0.269513
acc,1,10000000,510000000,0.063481
ker,1,10000000,510000000,0.051712
omp,1,10000000,510000000,0.212483
acc,1,10000000,520000000,0.066922
ker,1,10000000,520000000,0.061096
omp,1,10000000,520000000,0.224449
acc,1,10000000,530000000,0.061330
ker,1,10000000,530000000,0.050546
omp,1,10000000,530000000,0.219088
acc,1,10000000,540000000,0.060679
ker,1,10000000,540000000,0.060702
omp,1,10000000,540000000,0.217796
acc,1,10000000,550000000,0.065428
ker,1,10000000,550000000,0.065881
omp,1,10000000,550000000,0.227300
acc,1,10000000,560000000,0.063966
ker,1,10000000,560000000,0.072703
omp,1,10000000,560000000,0.228134
acc,1,10000000,570000000,0.063817
ker,1,10000000,570000000,0.063419
omp,1,10000000,570000000,0.231415
acc,1,10000000,580000000,0.062675
ker,1,10000000,580000000,0.065777
omp,1,10000000,580000000,0.247187
acc,1,10000000,590000000,0.054780
ker,1,10000000,590000000,0.064484
omp,1,10000000,590000000,0.233267
acc,1,10000000,600000000,0.067650
ker,1,10000000,600000000,0.077737
omp,1,10000000,600000000,0.237992
acc,1,10000000,610000000,0.066812
ker,1,10000000,610000000,0.064377
omp,1,10000000,610000000,0.241274
acc,1,10000000,620000000,0.075416
ker,1,10000000,620000000,0.063783
omp,1,10000000,620000000,0.241286
acc,1,10000000,630000000,0.066421
ker,1,10000000,630000000,0.067562
omp,1,10000000,630000000,0.245392
acc,1,10000000,640000000,0.067546
ker,1,10000000,640000000,0.061298
omp,1,10000000,640000000,0.252517
acc,1,10000000,650000000,0.069006
ker,1,10000000,650000000,0.067545
omp,1,10000000,650000000,0.252778
acc,1,10000000,660000000,0.073191
ker,1,10000000,660000000,0.065397
omp,1,10000000,660000000,0.252119
acc,1,10000000,670000000,0.070871
ker,1,10000000,670000000,0.068052
omp,1,10000000,670000000,0.255023
acc,1,10000000,680000000,0.070109
ker,1,10000000,680000000,0.050526
omp,1,10000000,680000000,0.258211
acc,1,10000000,690000000,0.070711
ker,1,10000000,690000000,0.074346
omp,1,10000000,690000000,0.259712
acc,1,10000000,700000000,0.066191
ker,1,10000000,700000000,0.080320
omp,1,10000000,700000000,0.261418
acc,1,10000000,710000000,0.070804
ker,1,10000000,710000000,0.063732
omp,1,10000000,710000000,0.265089
acc,1,10000000,720000000,0.069296
ker,1,10000000,720000000,0.068929
omp,1,10000000,720000000,0.266903
acc,1,10000000,730000000,0.063611
ker,1,10000000,730000000,0.063376
omp,1,10000000,730000000,0.273414
acc,1,10000000,740000000,0.070094
ker,1,10000000,740000000,0.066388
omp,1,10000000,740000000,0.275469
acc,1,10000000,750000000,0.075430
ker,1,10000000,750000000,0.068989
omp,1,10000000,750000000,0.274450
acc,1,10000000,760000000,0.072655
ker,1,10000000,760000000,0.070578
omp,1,10000000,760000000,0.276804
acc,1,10000000,770000000,0.071465
ker,1,10000000,770000000,0.072266
omp,1,10000000,770000000,0.277987
acc,1,10000000,780000000,0.077914
ker,1,10000000,780000000,0.066753
omp,1,10000000,780000000,0.287859
acc,1,10000000,790000000,0.078623
ker,1,10000000,790000000,0.067145
omp,1,10000000,790000000,0.281872
acc,1,10000000,800000000,0.076090
ker,1,10000000,800000000,0.066402
omp,1,10000000,800000000,0.291251
acc,1,10000000,810000000,0.072276
ker,1,10000000,810000000,0.067608
omp,1,10000000,810000000,0.310213
acc,1,10000000,820000000,0.081122
ker,1,10000000,820000000,0.074102
omp,1,10000000,820000000,0.290300
acc,1,10000000,830000000,0.071819
ker,1,10000000,830000000,0.071416
omp,1,10000000,830000000,0.295774
acc,1,10000000,840000000,0.076012
ker,1,10000000,840000000,0.064894
omp,1,10000000,840000000,0.295481
acc,1,10000000,850000000,0.081192
ker,1,10000000,850000000,0.075686
omp,1,10000000,850000000,0.298462
acc,1,10000000,860000000,0.071889
ker,1,10000000,860000000,0.078860
omp,1,10000000,860000000,0.306695
acc,1,10000000,870000000,0.074414
ker,1,10000000,870000000,0.072422
omp,1,10000000,870000000,0.305972
acc,1,10000000,880000000,0.077330
ker,1,10000000,880000000,0.075929
omp,1,10000000,880000000,0.301264
acc,1,10000000,890000000,0.094614
ker,1,10000000,890000000,0.075970
omp,1,10000000,890000000,0.310162
acc,1,10000000,900000000,0.077497
ker,1,10000000,900000000,0.075976
omp,1,10000000,900000000,0.309948
acc,1,10000000,910000000,0.075673
ker,1,10000000,910000000,0.072860
omp,1,10000000,910000000,0.325614
acc,1,10000000,920000000,0.081708
ker,1,10000000,920000000,0.069692
omp,1,10000000,920000000,0.317257
acc,1,10000000,930000000,0.090028
ker,1,10000000,930000000,0.070078
omp,1,10000000,930000000,0.317624
acc,1,10000000,940000000,0.079808
ker,1,10000000,940000000,0.076516
omp,1,10000000,940000000,0.322448
acc,1,10000000,950000000,0.076873
ker,1,10000000,950000000,0.068415
omp,1,10000000,950000000,0.324461
acc,1,10000000,960000000,0.074337
ker,1,10000000,960000000,0.079598
omp,1,10000000,960000000,0.327099
acc,1,10000000,970000000,0.081720
ker,1,10000000,970000000,0.088637
omp,1,10000000,970000000,0.332031
acc,1,10000000,980000000,0.077851
ker,1,10000000,980000000,0.073172
omp,1,10000000,980000000,0.332322
acc,1,10000000,990000000,0.074613
ker,1,10000000,990000000,0.075925
omp,1,10000000,990000000,0.335313
acc,1,10000000,1000000000,0.075279
ker,1,10000000,1000000000,0.081651
omp,1,10000000,1000000000,0.351780
